window,root,ts,actual_cum_log_price,fair_cum_log_price,fair_deviation_bp,fair_scale_bp,fair_zscore,state
120D,GC,2024-12-31 21:30:00+00:00,0.4701364213933106,0.46905061137979176,10.858100135188383,31.49322580674216,0.34477573690986746,inside_band
120D,HG,2024-12-31 21:30:00+00:00,0.47191859203990094,0.4815290914402047,-96.10499400303813,59.46084945181547,-1.6162734789202349,inside_band
120D,PA,2024-12-31 21:30:00+00:00,0.4356209602177703,0.4255578012839146,100.63158933855676,132.51262362885853,0.7594113419745261,inside_band
120D,PL,2024-12-31 21:30:00+00:00,-0.24630777554192562,-0.2528677509772628,65.59975435337151,67.43403222375629,0.9727989294144778,inside_band
120D,SI,2024-12-31 21:30:00+00:00,0.27433975010496736,0.2756966117308312,-13.568616258638478,75.37324442918417,-0.18001900225200831,inside_band
20D,GC,2024-12-31 21:30:00+00:00,0.4701364213933106,0.4727463173776093,-26.09895984298741,18.672845140312575,-1.397695940113737,inside_band
20D,HG,2024-12-31 21:30:00+00:00,0.47191859203990094,0.47443696097954213,-25.183689396411914,14.87457562549454,-1.6930694381120954,inside_band
20D,PA,2024-12-31 21:30:00+00:00,0.4356209602177703,0.4466089091206096,-109.87948902839273,44.57219549345162,-2.4652025284358228,inside_band
20D,PL,2024-12-31 21:30:00+00:00,-0.24630777554192562,-0.25466113656751005,83.53361025584427,63.07181094660278,1.3244206722804368,inside_band
20D,SI,2024-12-31 21:30:00+00:00,0.27433975010496736,0.2733905486730744,9.492014318929765,15.425557765294464,0.6153433453333912,inside_band
252D,GC,2024-12-31 21:30:00+00:00,0.4701364213933106,0.4638555266746856,62.80894718624953,84.7657350213069,0.7409709497648047,inside_band
252D,HG,2024-12-31 21:30:00+00:00,0.47191859203990094,0.4737004393741391,-17.818473342381125,130.44379028944735,-0.1365988622596978,inside_band
252D,PA,2024-12-31 21:30:00+00:00,0.4356209602177703,0.4174293232741332,181.91636943637124,172.52182532410365,1.0544542355416122,inside_band
252D,PL,2024-12-31 21:30:00+00:00,-0.24630777554192562,-0.24758901988970433,12.812443477787095,126.28196256398097,0.10145901455479557,inside_band
252D,SI,2024-12-31 21:30:00+00:00,0.27433975010496736,0.3029375846741062,-285.9783456913882,237.41782714730516,-1.2045361088826485,inside_band
60D,GC,2024-12-31 21:30:00+00:00,0.4701364213933106,0.4712573663348311,-11.209449415205269,25.356971301422856,-0.44206578466949137,inside_band
60D,HG,2024-12-31 21:30:00+00:00,0.47191859203990094,0.4785027554275578,-65.84163387656855,57.610316305379236,-1.142879228913741,inside_band
60D,PA,2024-12-31 21:30:00+00:00,0.4356209602177703,0.43630008762328853,-6.791274055182317,154.8688098605884,-0.04385178694984332,inside_band
60D,PL,2024-12-31 21:30:00+00:00,-0.24630777554192562,-0.2522608552189966,59.53079677070983,54.03278895696635,1.1017531746903215,inside_band
60D,SI,2024-12-31 21:30:00+00:00,0.27433975010496736,0.27268710819071096,16.526419142563753,37.46502497718681,0.44111592485596945,inside_band
